SampleID,Tissue,Treatment,Replicate,Sex,Age_weeks,Gene,Expression,QC_pass,BatchID
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene015,0.704,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene016,2.0896,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene017,1.799,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene018,2.4935,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene019,3.3582,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene020,0.3392,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene021,3.2156,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene022,4.2013,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene023,2.5946,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene024,3.2543,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene025,2.7228,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene026,2.2439,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene027,3.531,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene028,2.7933,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene029,2.7542,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene030,3.866,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene031,1.4204,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene032,0.4254,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene033,5.7092,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene034,3.2878,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene035,3.171,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene036,1.9341,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene037,3.2674,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene038,1.5825,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene039,3.9497,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene040,,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene041,3.4494,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene042,3.6283,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene043,3.068,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene044,2.3223,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene045,3.9266,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene046,1.4296,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene047,2.7254,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene048,5.1709,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene049,1.8363,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene050,4.1851,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene051,5.6331,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene052,2.9598,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene053,4.2158,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene054,2.985,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene055,3.374,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene056,0.7582,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene057,3.2672,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene058,3.3647,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene059,5.0143,True,Batch1
Br_Tre_M_Rep2,Brain,Treated,2,Male,9.5,Gene060,4.0702,True,Batch1
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Actb,8.2779,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gapdh,8.0677,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Rplp0,7.5915,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,B2m,8.6593,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Hprt,8.7292,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Pgk1,7.0121,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Sdha,8.4796,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Tbp,7.7142,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Ywhaz,8.016,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Eif4a2,9.4367,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Snap25,11.4681,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Syp,10.0626,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Map2,10.19,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gfap,10.3591,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Mbp,11.3322,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Nestin,10.7009,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Camk2a,11.7619,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Tubb3,11.3658,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Nefl,10.3042,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Chrna4,9.3393,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Alb,1.6481,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Cyp2e1,1.9954,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Fabp1,0.4319,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,G6pc,2.3605,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Apob,1.3553,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Hmgcr,2.8466,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Tat,1.8024,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Sds,1.7627,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Arg1,2.3059,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Pck1,2.3248,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Myh4,2.2922,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Actn2,2.2811,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Tnni2,1.3782,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Atp2a1,1.6396,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Myl1,1.8033,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Myf5,1.6786,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Myod1,2.5263,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Ckm,1.5845,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Tnnc2,2.3832,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Tpm2,2.6063,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Hspa1a,8.8066,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Hsp90aa1,8.9038,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Dnajb1,8.7191,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Jun,8.6009,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Fos,10.1824,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Nfkb1,10.0953,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Il6,8.0876,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Cxcl1,8.5722,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Ccl2,9.2304,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Tnf,9.4341,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Ppara,2.3639,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Pparg,4.1417,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Acaca,3.4878,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Fasn,2.9095,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Scd1,3.6455,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Cpt1a,2.4131,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Hadha,4.9758,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Acsl1,5.1101,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Pdk4,2.4076,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Lpl,2.1531,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene001,5.5181,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene002,5.8739,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene003,5.7925,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene004,8.252,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene005,1.9056,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene006,2.3944,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene007,4.6768,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene008,8.1811,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene009,5.8098,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene010,3.5123,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene011,4.7026,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene012,4.7338,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene013,4.4333,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene014,4.1376,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene015,5.3176,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene016,6.533,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene017,4.4471,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene018,5.786,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene019,6.4795,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene020,7.471,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene021,3.7045,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene022,4.9875,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene023,3.5804,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene024,4.9085,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene025,4.8908,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene026,3.4208,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene027,5.4002,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene028,8.362,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene029,5.4044,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene030,3.5445,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene031,3.3016,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene032,4.9143,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene033,3.5547,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene034,6.6023,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene035,3.1923,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene036,,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene037,2.4034,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene038,5.2676,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene039,3.4198,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene040,5.2983,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene041,6.1959,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene042,5.572,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene043,6.7922,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene044,1.1986,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene045,5.1488,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene046,5.9532,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene047,5.8484,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene048,2.0939,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene049,5.2974,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene050,6.2194,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene051,4.2712,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene052,3.6487,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene053,3.585,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene054,6.8569,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene055,6.7405,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene056,5.7967,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene057,6.7295,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene058,5.9824,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene059,6.0124,False,Batch2
Br_Tre_M_Rep3,Brain,Treated,3,Male,10.0,Gene060,6.6761,False,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Actb,8.8608,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gapdh,9.0613,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Rplp0,7.6545,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,B2m,7.4879,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Hprt,6.4883,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Pgk1,8.0367,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Sdha,8.9717,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Tbp,8.7239,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Ywhaz,8.497,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Eif4a2,8.7012,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Snap25,11.5068,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Syp,10.8909,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Map2,12.7064,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gfap,11.7129,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Mbp,11.9157,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Nestin,9.2483,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Camk2a,9.6654,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Tubb3,11.4355,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Nefl,9.8126,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Chrna4,11.1985,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Alb,1.7305,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Cyp2e1,3.9108,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Fabp1,2.8829,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,G6pc,2.8307,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Apob,0.7106,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Hmgcr,2.1961,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Tat,1.6866,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Sds,3.1261,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Arg1,2.5774,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Pck1,2.0369,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Myh4,0.633,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Actn2,2.1872,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Tnni2,3.197,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Atp2a1,2.6426,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Myl1,1.9327,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Myf5,3.9632,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Myod1,2.5553,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Ckm,1.7068,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Tnnc2,1.2681,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Tpm2,2.409,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Hspa1a,7.3919,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Hsp90aa1,7.9318,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Dnajb1,8.1373,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Jun,8.1758,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Fos,7.8173,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Nfkb1,7.8915,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Il6,7.0294,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Cxcl1,7.3404,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Ccl2,8.0863,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Tnf,9.1874,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Ppara,2.2355,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Pparg,2.1067,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Acaca,2.8986,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Fasn,3.1979,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Scd1,2.836,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Cpt1a,0.8096,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Hadha,4.5959,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Acsl1,5.0767,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Pdk4,3.7587,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Lpl,3.9455,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene001,4.3487,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene002,3.6083,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene003,6.4544,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene004,5.2765,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene005,3.7645,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene006,7.0101,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene007,4.2984,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene008,6.3992,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene009,4.0764,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene010,5.5634,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene011,4.4111,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene012,6.3125,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene013,1.6614,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene014,2.7169,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene015,4.4114,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene016,3.7136,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene017,4.736,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene018,5.9978,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene019,4.1785,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene020,5.6669,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene021,3.6495,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene022,2.0161,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene023,6.0592,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene024,7.4604,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene025,5.3154,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene026,4.8153,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene027,5.415,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene028,7.0659,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene029,6.0124,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene030,5.9203,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene031,7.2992,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene032,4.1591,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene033,4.5475,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene034,5.9043,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene035,6.6583,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene036,7.1024,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene037,7.3902,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene038,6.2658,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene039,4.6098,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene040,5.5658,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene041,5.0097,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene042,5.4473,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene043,5.3194,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene044,5.2118,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene045,4.1392,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene046,8.0443,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene047,4.7836,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene048,6.4609,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene049,6.885,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene050,5.4107,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene051,5.0512,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene052,3.2154,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene053,6.111,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene054,5.8427,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene055,4.7554,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene056,4.7855,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene057,5.1384,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene058,2.5475,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene059,2.4489,True,Batch2
Br_Tre_F_Rep1,Brain,Treated,1,Female,7.7,Gene060,3.7241,True,Batch2
Br_Tre_F_Rep2,Brain,Treated,2,Female,10.3,Actb,6.2805,True,Batch1
Br_Tre_F_Rep2,Brain,Treated,2,Female,10.3,Gapdh,5.4023,True,Batch1
Br_Tre_F_Rep2,Brain,Treated,2,Female,10.3,Rplp0,7.3645,True,Batch1
Br_Tre_F_Rep2,Brain,Treated,2,Female,10.3,B2m,,True,Batch1
